Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,Claim Category,Tipo de Violência,Type of Violence
Roraima,Bonfim,Terra,Bloqueio BR-401,,20/12/2016,80,,Contra a injustiça e a violência/ Reforma Agrária/ Contra Expropriação,Against injustice and violence/Agrarian Reform/Against Expropriation,Injustice,,
Santa Catarina,Abelardo Luz,Terra,Bloq. SC-467,"Jorn. de Lutas
Pela Ref. Agrária",15/04/2016,400,,Contra a injustiça e a violência/ Contra impunidade/ Outros/ Reforma Agrária,Against injustice and violence/Against impunity/Other/Agrarian Reform,Injustice,,
Santa Catarina,Bom Jesus,Questão Indígena,Bloq. SC-480,"Contra Portaria
1  .9 0 7",26/10/2016,400,,Saúde/ Políticas públicas,Health/Public Policies,Public Policies,,
Santa Catarina,Chapecó,Questão Indígena,Bloq. SC-283,"Contra Portaria
1.907",25/10/2016,300,,Saúde/ Políticas públicas,Health/Public Policies,Public Policies,,
Santa Catarina,Chapecó,Questão Indígena,Bloq. BR-280,"Contra Portaria
1  .9 0 7",26/10/2016,50,,Saúde/ Políticas públicas,Health/Public Policies,Public Policies,,
Santa Catarina,Correia Pinto,Terra,Bloq. BR-116,"Jorn. de Lutas
pela Ref. Agrária",15/04/2016,100,,Contra a injustiça e a violência/ Contra impunidade/ Outros/ Reforma Agrária,Against injustice and violence/Against impunity/Other/Agrarian Reform,Injustice,,
Santa Catarina,José Boiteux,Questão Indígena,"Bloq. Estrada José Boiteux a
Vítor Meireles",,10/03/2016,,,Regularização de Território,Territory Regularization,Land Reform,,
Santa Catarina,Monte Castelo,Terra,Bloq. BR-116,"Jorn. de Lutas
pela Ref. Agrária",15/04/2016,60,,Contra a injustiça e a violência/ Contra impunidade/ Outros/ Reforma Agrária,Against injustice and violence/Against impunity/Other/Agrarian Reform,Injustice,,
São Paulo,Andradina,Terra,"Bloq. da Rod. Marechal
Rondon","Jorn. de Lutas por
Ref. Agrária",15/04/2016,200,,Reforma Agrária/ Políticas públicas,Agrarian Reform/Public Policies,Public Policies,,
São Paulo,Andradina,Terra,"Bloq. Rod. Marechal
Rondon","Contra Retrocesso
de Direitos dos Povos do
Campo'",05/09/2016,150,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Welfare,,
São Paulo,Araraquara,Terra,"Bloq. na Pça. de Pedágio no
Distrito Bueno de Andrade",,15/01/2016,,,Infraestrutura,Infrastructure,Infrastructure,,
São Paulo,Arealva,Terra,Bloq. SP-321,"Contra a
Extinção do MDA",06/12/2016,450,,Reforma Agrária/ Políticas públicas,Agrarian Reform/Public Policies,Public Policies,,
São Paulo,Bauru,Terra,Bloq. SP-321km 355,"Fazs.
do Grupo Mondelli",26/08/2016,200,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,Land Reform,,
São Paulo,Caiuá,Terra,Bloq. SP-270,"Contra
Retrocesso de Direitos dos
Povos do Campo",20/07/2016,200,,Reforma Agrária/ Políticas públicas,Agrarian Reform/Public Policies,Public Policies,,
São Paulo,Castilho,Terra,"Bloq. da Marechal
Rondon","Contra Retrocesso
de Direitos dos Povos do
Campo",05/09/2016,60,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
São Paulo,Iaras,Terra,Bloq. da SP-280,"Ocup. do
Inst. Biossistêmico",02/02/2016,80,,Reforma Agrária,Land reform,Land Reform,,
São Paulo,Iaras,Terra,Bloqueio da SP-280,,09/09/2016,100,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
São Paulo,Itaberá,Terra,Bloq. da SP-258,"Jorn. de
Lutas por Ref. Agrária",15/04/2016,100,,Reforma Agrária/ Políticas públicas,Agrarian Reform/Public Policies,Public Policies,,
São Paulo,Itapetininga,Terra,"Bloq. da Rod. Gladys
Bernardes Minhoto
SP-129","Área da Sec. da
Agric",04/07/2016,,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
São Paulo,Mirandópolis,Terra,"Bloq. da Marechal
Rondon","Contra Retrocesso
de Direitos dos Povos do
Campo",05/09/2016,100,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
São Paulo,Mirante do Paranapanem a,Terra,Bloq. SP-563,"Us. Conquista
do Pontal-Odebrecht",22/08/2016,70,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
São Paulo,Pirajuí,Terra,"Bloq. Rod. Marechal
Rondon",Faz. Reunidas,27/01/2016,200,,Desapropriação/ Reforma Agrária/ Assentamento de famílias,Disappropriation/Agrarian Reform/Settlement of families,Property,,
São Paulo,Promissão,Terra,Bloq. da BR-153,"Contra
Retrocesso de Direitos dos
Povos do Campo'",05/09/2016,,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
São Paulo,Quadra,Terra,Bloq. da Rod. Castelo Branco,,02/02/2016,50,,Reforma Agrária,Land reform,Land Reform,,
São Paulo,Ribeirão Preto,Terra,"Bloq. da Rod.
Anhaguera","Jorn. de Luta por
Ref. Agrária",15/04/2016,150,,Reforma Agrária/ Políticas públicas,Agrarian Reform/Public Policies,Public Policies,,
São Paulo,Ribeirão Preto,Terra,"Bloq. Rod. Cândido
Portinari","Contra Retrocesso
de Direitos dos Povos do
Campo'",05/09/2016,120,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
São Paulo,Ribeirão Preto,Terra,"Bloq. Rod.
Anhanguera","Contra
Retrocesso de Direitos dos
Povos do Campo'",05/09/2016,150,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
São Paulo,São Vicente,Questão Indígena,Bloq. na Ponte Pênsil,"Aldeia
Paranapuã-Japuí",22/01/2016,70,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,Indigenous Issues,,
Sergipe,Laranjeiras,Terra,Bloq. da BR-10,"Jorn. de
Lutas pela Ref. Agrária",15/04/2016,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Sergipe,Malhada dos Bois,Terra,Bloq. da BR-10,"Jorn. de
Lutas pela Ref. Agrária",15/04/2016,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Sergipe,Propriá,Questão Indígena,Bloqueio da BR-101,,26/10/2016,,,Educação/ Saúde/ Contra a injustiça e a violência,Education/Health/Against injustice and violence,Public Policies,,
Tocantins,Araguatins,Terra,Bloqueio da BR-230,,08/12/2016,70,,Cesta básica,Basic basket,Welfare,,
Tocantins,Fortaleza do Tabocão,Terra,Bloq.BR-153,"Pelo Assent. de
acampados no TO",10/05/2016,400,,Outros/ Reforma Agrária/ Assentamento de famílias,Other/Agrarian Reform/Settlement of families,Property,,
Tocantins,Tocantínia,Questão Indígena,Bloqueio da TO-010,Aldeinha,30/07/2016,50,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Tocantins,Wanderlândia,Terra,Bloq. TO-420,Faz. Boqueirão,08/08/2016,50,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Acre,Cruzeiro do Sul,Terra,Bloq. BR-364,"Assoc.
Extrativista do Rio Liberdade",02/06/2017,,,Infraestrutura,Infrastructure,Infrastructure,,
Alagoas,Maceió,Terra,Bloqueio da BR-104,,07/09/2017,40,,Reforma Agrária,Land reform,Land Reform,,
Alagoas,Rio Largo,Terra,Bloqueio da BR-101,,15/09/2017,400,,Contra impunidade,Against impunity,Injustice,,
Alagoas,São Sebastião,Terra,Bloq. BR-101,"Faz. Santa
C  la r a",18/01/2017,350,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Alagoas,São Sebastião,Terra,Bloq. BR-101-km 194,"Faz.
Sta. Catarina",18/01/2017,350,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Amazonas,Humaitá,Terra,Bloq. BR-319,Igarapé Araras,19/12/2017,100,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Bahia,Barreiras,Trabalhista,Bloq. BR-135,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Bom Jesus da Lapa,Trabalhista,Bloq. da BR-349,"Contra a
Reforma da Previdência",07/04/2017,4000,,Seguridade social,Social Security,Welfare,,
Bahia,Buerarema,Trabalhista,Bloq. BR-101,"Contra a
Reforma da Previdência",08/03/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Casa Nova,Trabalhista,Bloq. BR-235,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Catu,Trabalhista,Bloq. BR-110,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Formosa do Rio Preto,Terra,Bloq. BA-225,"Com.
Cachoeira",11/04/2017,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Bahia,Ibirapitanga,Trabalhista,Bloq. da BR-101,"Contra a
Reforma da Previdência",21/03/2017,500,,Seguridade social/ Políticas públicas,Social security/Public policies,Welfare,,
Bahia,Itabatan,Trabalhista,Bloq. BR-101,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Itabela,Trabalhista,Bloq. BR-101,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Itamaraju,Trabalhista,Bloq. BR-101,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Itamaraju,Questão Indígena,Bloqueio da BR-101,,19/06/2017,,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Bahia,Itiúba,Água,Bloq. da BA-381,"Fechamento
Comportas Açude Jacurici",20/02/2017,200,,Água,Water,Water,,
Bahia,Jacobina,Trabalhista,Bloq. BR-324,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,,Água,Bloq. da BA-131,"Com.
Jenipapo",10/03/2017,300,,Água,Water,Water,,
Bahia,Jaguaquara,Trabalhista,Bloq. BR-116,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Juazeiro,Questão Indígena,"Bloq. da Ponte Presidente
Dutra","Aldeia Chapada do
Imbu Tumbalá Mata",01/02/2017,50,,Educação/ Saúde,Education/Health,Public Policies,,
Bahia,Lençóis,Água,Bloq. BR-242,Pov. São José,17/01/2017,,,Água,Water,Water,,
Bahia,Lençóis,Água,Bloq. BR-242,"Pov. São José
e Outros",14/02/2017,250,,Água,Water,Water,Prisão,Prison
Bahia,Paulo Afonso,Questão Indígena,"Bloq. da Ponte de Acesso a
Paulo Afonso",Ocup. da Funai,10/10/2017,,,Infraestrutura/ Políticas p ú b  l ic a s,Infrastructure/Public Policies,Public Policies,,
Bahia,Poções,Trabalhista,Bloq. BR-116,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Ponto Novo,Água,Bloq. da BR-407,"Com.
Espanto Gado, Covas, Pau
Branco e Outras",29/08/2017,300,,Água,Water,Water,,
Bahia,Porto Seguro,Trabalhista,"Bloq. Ponte do Trevo do
Outeiro da Glória","Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Porto Seguro,Trabalhista,Bloq. BR-367,"Contra
Reformas Trabalhista e
Previdenciária",28/04/2017,,,Seguridade social,Social Security,Welfare,,
Bahia,Santa Cruz Cabrália,Questão Indígena,Bloqueio da BR-367,,23/10/2017,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Bahia,Simões Filho,Questão Quilombola,"Bloq. da Portaria da Vila
Naval","Com. Quil. Rio dos
Macacos",26/10/2017,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Bahia,Simões Filho,Questão Quilombola,Bloq. da BA-524,"Com.
Quilombola Pitanga dos
Palmares",21/09/2017,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Bahia,Simões Filho,Terra,Bloq. BA-093,"Com.
Quilombola Pitanga dos
Palmares",18/10/2017,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Bahia,Teixeira de Freitas,Terra,"Bloq. da Av. Getúlio
Vargas",Ocup. da Direc,16/08/2017,,,Educação,Education,Education,,
Ceará,Caucaia,Questão Indígena,Bloqueio da BR-222,,10/02/2017,100,,Contra a injustiça e a violência/ Regularização de Território,Against injustice and violence/Territorial Regularization,Land Reform,,
Distrito Federal,Brazlândia,Terra,Bloqueio da BR-080,,01/02/2017,100,,Infraestrutura/ Contra a injustiça e a violência,Infrastructure/Against injustice and violence,Infrastructure,,
Espírito Santo,Aracruz,Questão Indígena,Bloqueio da  ES-456,,07/02/2017,40,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Espírito Santo,Colatina,Terra,Bloqueio dos Trilhos da Vale,,14/03/2017,,,Cumprimento de acordos/ Questões ambientais,Compliance with environmental agreements,Environment,,
Espírito Santo,Conceição da Barra,Terra,Bloqueio da BR-101,,16/08/2017,,,Contra monocultura,Against monoculture,Public Policies,,
Espírito Santo,João Neiva,Trabalhista,Bloq. da BR-101,"Contra Ref.
da Previdência",30/03/2017,1000,,Educação/ Seguridade social,Education/Social security,Public Policies,,
Espírito Santo,São Mateus,Água,"Bloqueio do Acesso ao TNC-
Petrobrás",,03/07/2017,60,,Educação/ Saúde/ Questões ambientais/ Contra a injustiça e a violência/ Água,Education/Health/Environmental issues/Against injustice and violence/Water,Public Policies,,
Espírito Santo,São Mateus,Trabalhista,Bloq. BR-101,"Jor. Nac. de
Lutas das Mulheres
Camponesas",08/03/2017,,,Contra a injustiça e a violência/ Seguridade social,Against injustice and violence/Social security,Welfare,,
Espírito Santo,,Trabalhista,Bloq. da BR-262,"Contra Ref.
da Previdência",30/03/2017,2000,,Seguridade social,Social Security,Welfare,,
Maranhão,Alto Alegre do Maranhão,Trabalhista,Bloq. da BR-316,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,Amarante do Maranhão,Questão Indígena,"Bloq. de Ramal Aberto por
Madeireiros",T. I. Governador,13/06/2017,,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Maranhão,Arari,Terra,Bloq. da EFC,"Com.
Barbados, Capim Açu e
Outras",07/08/2017,300,,Infraestrutura,Infrastructure,Infrastructure,,
Maranhão,Bacabeira,Terra,Bloq. RB-135,"Jor. Nac. de
Lutas pela Reforma Agrária",18/04/2017,,,Reforma Agrária,Land reform,Land Reform,,
Maranhão,Balsas,Água,"Romaria Nacional do
Cerrado","Bloq. da Rod.
Transamazônica",30/09/2017,2000,,Defesa da água e do meio ambiente,Defense of water and the environment,Environment,,
Maranhão,Balsas,Trabalhista,Bloq. da BR-230,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,Bom Jardim,Questão Indígena,Bloq. da BR-316,"Contra o
Marco Temporal",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Maranhão,Brejo,Trabalhista,Bloq. da MA-034,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,Caxias,Trabalhista,Bloq. da BR-316,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,Imperatriz,Trabalhista,Bloq. da BR-010,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,Pinheiro,Trabalhista,Bloq. de Rodovia,"Jor. Nac.
de Lutas das
Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,Presidente Dutra,Trabalhista,Bloq. BR-135,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,Santa Inês,Trabalhista,Bloq. da BR-316,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,Santa Luzia do Paruá,Trabalhista,Bloq. da BR-316,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,Public Policies,,
Maranhão,São Luís,Questão Indígena,"Bloq. da Avenida Santos
Dumont",Ocup. do Incra,22/11/2017,25,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Maranhão,São Luís,Trabalhista,Bloq. BR-135,"Jor. Nac. de
Lutas das Mulheres",08/03/2017,,,Reforma Agrária/ Seguridade social/ Políticas públicas,Agrarian Reform/Social Security/Public Policies,"
Public Policies",,
Maranhão,São Luís,Trabalhista,Bloq. da BR-135,"Ato contra a
Reforma da Previdência",05/12/2017,,,Seguridade social/ Políticas públicas,Social security/Public policies,Public Policies,,
Maranhão,Viana,Questão Indígena,Bloq. da MA-014,"Povo
G a m e  l la",28/04/2017,,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso,General Carneiro,Questão Indígena,Bloqueio da BR-364,,28/04/2017,60,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Mato Grosso,Itaúba,Terra,Bloqueio da BR-163,,16/11/2017,200,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Mato Grosso,Paranaíta,Terra,Bloqueio da MT-208,,19/06/2017,130,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Mato Grosso,Rondonópolis,Terra,Bloq. Ferrovia,"Jor. Nac. de
Lutas pela Ref. Agr.",27/07/2017,240,,Contra monocultura/ Reforma Agrária/ Assentamento de famílias,Against Monoculture/Agrarian Reform/Settlement of Families,Property,,
Mato Grosso do Sul,Amambaí,Questão Indígena,Bloq. da MS-156,"Km
231",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Amambaí,Questão Indígena,Bloq. da MS-386,"Km
70",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Aquidauana,Questão Indígena,Bloq. BR-262,"T. I. Taunay
Ipegue",16/03/2017,200,,S a  lá r  io,Salary,Wages,,
Mato Grosso do Sul,Caarapó,Questão Indígena,Bloq. da MS-280,"Faz. Sta
Maria",30/07/2017,,,Defesa da água e do meio ambiente,Defense of water and the environment,Environment,,
Mato Grosso do Sul,Caarapó,Questão Indígena,Bloq. BR-163,"Contra o Marco
T e m p o r a  l",16/08/2017,,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Campo Grande,Questão Indígena,Bloqueio da BR-163,,25/04/2017,150,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
